PadID	Sector	Row  PadInRow     gCenX       gCenZ       gx[0]       gz[0]       gx[1]       gz[1]       gx[2]       gz[2]       gx[3]       gz[3]       lCenX       lCenZ       lx[0]       lz[0]       lx[1]       lz[1]       lx[2]       lz[2]       lx[3]       lz[3]
7159	1	53        57          33      41.875     32.5333       41.25     33.0667        42.5     33.4699        42.5     32.9301       41.25          33      41.875     32.5333       41.25     33.0667        42.5     33.4699        42.5     32.9301       41.25
7160	1	53        58        33.4      41.875     32.9301       41.25     33.4699        42.5     33.8732        42.5     33.3268       41.25        33.4      41.875     32.9301       41.25     33.4699        42.5     33.8732        42.5     33.3268       41.25
7161	1	53        59        33.8      41.875     33.3268       41.25     33.8732        42.5     34.2764        42.5     33.7236       41.25        33.8      41.875     33.3268       41.25     33.8732        42.5     34.2764        42.5     33.7236       41.25
7162	1	53        60        34.2      41.875     33.7236       41.25     34.2764        42.5     34.6797        42.5     34.1203       41.25        34.2      41.875     33.7236       41.25     34.2764        42.5     34.6797        42.5     34.1203       41.25
7163	1	53        61        34.6      41.875     34.1203       41.25     34.6797        42.5     35.0829        42.5     34.5171       41.25        34.6      41.875     34.1203       41.25     34.6797        42.5     35.0829        42.5     34.5171       41.25
7164	1	53        62          35      41.875     34.5171       41.25     35.0829        42.5     35.4862        42.5     34.9138       41.25          35      41.875     34.5171       41.25     35.0829        42.5     35.4862        42.5     34.9138       41.25
7165	1	53        63        35.4      41.875     34.9138       41.25     35.4862        42.5     35.8894        42.5     35.3106       41.25        35.4      41.875     34.9138       41.25     35.4862        42.5     35.8894        42.5     35.3106       41.25
7166	1	53        64        35.8      41.875     35.3106       41.25     35.8894        42.5     36.2927        42.5     35.7073       41.25        35.8      41.875     35.3106       41.25     35.8894        42.5     36.2927        42.5     35.7073       41.25
7167	1	53        65        36.2      41.875     35.7073       41.25     36.2927        42.5     36.6959        42.5     36.1041       41.25        36.2      41.875     35.7073       41.25     36.2927        42.5     36.6959        42.5     36.1041       41.25
7168	1	53        66        36.6      41.875     36.1041       41.25     36.6959        42.5     37.0992        42.5     36.5008       41.25        36.6      41.875     36.1041       41.25     36.6959        42.5     37.0992        42.5     36.5008       41.25
7169	1	53        67          37      41.875     36.5008       41.25     37.0992        42.5     37.5024        42.5     36.8976       41.25          37      41.875     36.5008       41.25     37.0992        42.5     37.5024        42.5     36.8976       41.25
7170	1	53        68        37.4      41.875     36.8976       41.25     37.5024        42.5     37.9057        42.5     37.2943       41.25        37.4      41.875     36.8976       41.25     37.5024        42.5     37.9057        42.5     37.2943       41.25
7171	1	53        69        37.8      41.875     37.2943       41.25     37.9057        42.5     38.3089        42.5     37.6911       41.25        37.8      41.875     37.2943       41.25     37.9057        42.5     38.3089        42.5     37.6911       41.25
7172	1	53        70        38.2      41.875     37.6911       41.25     38.3089        42.5     38.7122        42.5     38.0878       41.25        38.2      41.875     37.6911       41.25     38.3089        42.5     38.7122        42.5     38.0878       41.25
7173	1	53        71        38.6      41.875     38.0878       41.25     38.7122        42.5     39.1154        42.5     38.4846       41.25        38.6      41.875     38.0878       41.25     38.7122        42.5     39.1154        42.5     38.4846       41.25
7174	1	53        72          39      41.875     38.4846       41.25     39.1154        42.5     39.5187        42.5     38.8813       41.25          39      41.875     38.4846       41.25     39.1154        42.5     39.5187        42.5     38.8813       41.25
7175	1	53        73        39.4      41.875     38.8813       41.25     39.5187        42.5      39.922        42.5      39.278       41.25        39.4      41.875     38.8813       41.25     39.5187        42.5      39.922        42.5      39.278       41.25
7176	1	53        74        39.8      41.875      39.278       41.25      39.922        42.5     40.3252        42.5     39.6748       41.25        39.8      41.875      39.278       41.25      39.922        42.5     40.3252        42.5     39.6748       41.25
7177	1	53        75        40.2      41.875     39.6748       41.25     40.3252        42.5     40.7285        42.5     40.0715       41.25        40.2      41.875     39.6748       41.25     40.3252        42.5     40.7285        42.5     40.0715       41.25
7178	1	53        76        40.6      41.875     40.0715       41.25     40.7285        42.5     41.1317        42.5     40.4683       41.25        40.6      41.875     40.0715       41.25     40.7285        42.5     41.1317        42.5     40.4683       41.25
7179	1	53        77          41      41.875     40.4683       41.25     41.1317        42.5      41.535        42.5      40.865       41.25          41      41.875     40.4683       41.25     41.1317        42.5      41.535        42.5      40.865       41.25
